"Occur","Damage_Area","Damage_Claim","Damage_Employee","Damage_Goods","Damage_Revenue","Damage_Sites","Fire_Area","Fire_Claim","Fire_Employee","Fire_Goods","Fire_Revenue","Fire_Sites","HSS_Area","HSS_Claim","HSS_Employee","HSS_Goods","HSS_Revenue","HSS_Sites","Other_Area","Other_Claim","Other_Employee","Other_Goods","Other_Revenue","Other_Sites","Thief_Area","Thief_Claim","Thief_Employee","Thief_Goods","Thief_Revenue","Thief_Sites","TPL_Area","TPL_Claim","TPL_Employee","TPL_Goods","TPL_Revenue","TPL_Sites"
1994-03-30,"(1e+04,Inf]",14460,"(500,1e+03]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",92058,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(0,5e+03]",5773,"(500,1e+03]","(1e+05,2e+05]","(1e+03,5e+03]","(0,10]","(5e+03,1e+04]",19936,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",96070,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",6452,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-04-02,"(1e+04,Inf]",48424,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",42214,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(10,20]","(0,5e+03]",59558,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",9344,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",33623,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",452,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
1994-04-05,"(1e+04,Inf]",138539,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",130279,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",2973,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",71762,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",153253,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",2604,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
1994-04-08,"(1e+04,Inf]",22426,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",12940,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(10,20]","(0,5e+03]",52,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",170038,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",20597,"(500,1e+03]","(0,1e+05]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",17922,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1994-04-11,"(1e+04,Inf]",102930,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",4848820,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",112648,"(0,500]","(0,1e+05]","(0,1e+03]","(10,20]","(0,5e+03]",53828,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",48930,"(500,1e+03]","(1e+05,2e+05]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",106566,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(20,Inf]"
1994-04-14,"(1e+04,Inf]",47015,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1630,"(1e+03,Inf]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",5432,"(1e+03,Inf]","(0,1e+05]","(0,1e+03]","(20,Inf]","(5e+03,1e+04]",7196,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",72751,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",12882,"(0,500]","(0,1e+05]","(5e+03,Inf]","(10,20]"
1994-04-17,"(1e+04,Inf]",100827,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",192214,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",17310,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(5e+03,1e+04]",20536,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",53089,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(10,20]","(0,5e+03]",20045,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-04-20,"(1e+04,Inf]",42966,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",42171,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",9269,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",175,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",54161,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",14303,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-04-23,"(1e+04,Inf]",46648,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",114892,"(500,1e+03]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",42463,"(0,500]","(1e+05,2e+05]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",22926,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",86365,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",8228,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]"
1994-04-26,"(1e+04,Inf]",133414,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",2129611,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",95767,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",56088,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",290148,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",43963,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
1994-04-29,"(1e+04,Inf]",95376,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",453451,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(10,20]","(1e+04,Inf]",530906,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",107,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",67957,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",13972,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-05-02,"(1e+04,Inf]",47606,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1483,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",3601,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",8179,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",90942,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",14791,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
1994-05-05,"(1e+04,Inf]",50867,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",52528,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",9656,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",33257,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",503010,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",44577,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1994-05-08,"(5e+03,1e+04]",182516,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",2642,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",864,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",16276,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",212997,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",91158,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1994-05-11,"(1e+04,Inf]",57026,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",2583335,"(500,1e+03]","(1e+05,2e+05]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",17867,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",506553,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",165981,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",4888,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-05-14,"(1e+04,Inf]",81121,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",172842,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",133339,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",54636,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",305495,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",257,"(1e+03,Inf]","(0,1e+05]","(0,1e+03]","(20,Inf]"
1994-05-17,"(1e+04,Inf]",107168,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",885547,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",2604,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",2495,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(5e+03,1e+04]",71535,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(10,20]","(0,5e+03]",5969,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
1994-05-20,"(1e+04,Inf]",138777,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",144556,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",2895,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(10,20]","(0,5e+03]",52268,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",203399,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",672,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-05-23,"(1e+04,Inf]",85724,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",207585,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(10,20]","(0,5e+03]",17781,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",2398,"(500,1e+03]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",47364,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",3335,"(0,500]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1994-05-26,"(1e+04,Inf]",247268,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",18299,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",14906,"(0,500]","(0,1e+05]","(0,1e+03]","(10,20]","(5e+03,1e+04]",17293,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",58698,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",5207,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
1994-05-29,"(1e+04,Inf]",43512,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",355032,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",2417,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",6,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",416461,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",2480,"(500,1e+03]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-06-01,"(1e+04,Inf]",135143,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",67031,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",14316,"(500,1e+03]","(0,1e+05]","(1e+03,5e+03]","(10,20]","(0,5e+03]",261,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(5e+03,1e+04]",119542,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",115499,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(10,20]"
1994-06-04,"(1e+04,Inf]",258636,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",525685,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",38781,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",59007,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",346874,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",10005,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1994-06-07,"(1e+04,Inf]",265327,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",854069,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",256824,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",19177,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",133138,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",80643,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1994-06-10,"(1e+04,Inf]",64297,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",42634,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(10,20]","(0,5e+03]",5309,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",16205,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",180675,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",3471,"(500,1e+03]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-06-13,"(1e+04,Inf]",166029,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",21595,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",198728,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",10700,"(0,500]","(2e+05,Inf]","(0,1e+03]","(0,10]","(1e+04,Inf]",86715,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",29168,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-06-16,"(1e+04,Inf]",56475,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",22357,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",782,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",7234,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",91787,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",29070,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(10,20]"
1994-06-19,"(1e+04,Inf]",199576,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",17232,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",42767,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1060,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",54660,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",14842,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-06-22,"(1e+04,Inf]",49185,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",6641541,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(10,20]","(0,5e+03]",4215,"(1e+03,Inf]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",7736,"(0,500]","(1e+05,2e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",77864,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(0,5e+03]",18607,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-06-25,"(1e+04,Inf]",233119,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",23750,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",33246,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",192531,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",276191,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",146765,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-06-28,"(1e+04,Inf]",154253,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",151343,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",52612,"(500,1e+03]","(1e+05,2e+05]","(5e+03,Inf]","(10,20]","(5e+03,1e+04]",21708,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",64018,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",10241,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1994-07-01,"(1e+04,Inf]",404889,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",1370624,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(5e+03,1e+04]",31623,"(500,1e+03]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(0,5e+03]",71767,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",65612,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",869,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
1994-07-04,"(1e+04,Inf]",63350,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",1281465,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",56243,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",691,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(0,5e+03]",39576,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(5e+03,1e+04]",19591,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1994-07-07,"(1e+04,Inf]",96219,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",802253,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",2234,"(500,1e+03]","(0,1e+05]","(0,1e+03]","(20,Inf]","(5e+03,1e+04]",48442,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",49619,"(0,500]","(1e+05,2e+05]","(1e+03,5e+03]","(0,10]","(0,5e+03]",933,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
1994-07-10,"(1e+04,Inf]",206897,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",162249,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(10,20]","(1e+04,Inf]",157487,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",37857,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",12323,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",8287,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(10,20]"
1994-07-13,"(1e+04,Inf]",21294,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",5446,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",7089,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(0,5e+03]",1183,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",158861,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",155,"(0,500]","(0,1e+05]","(0,1e+03]","(20,Inf]"
1994-07-16,"(1e+04,Inf]",268497,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",33529,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",20238,"(500,1e+03]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(0,5e+03]",142577,"(0,500]","(1e+05,2e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",85524,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",4187,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1994-07-19,"(1e+04,Inf]",43201,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",36297,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",16771,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",11322,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",123458,"(500,1e+03]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",2711,"(1e+03,Inf]","(0,1e+05]","(0,1e+03]","(0,10]"
1994-07-22,"(1e+04,Inf]",161482,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",561738,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(1e+04,Inf]",129386,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",46831,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",52290,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",4455,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(10,20]"
1994-07-25,"(1e+04,Inf]",69032,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",39696,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(5e+03,1e+04]",11002,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",8340,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(5e+03,1e+04]",21443,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",26451,"(500,1e+03]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-07-28,"(1e+04,Inf]",368548,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",15523426,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",6373,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(5e+03,1e+04]",825013,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",93795,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",132397,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1994-07-31,"(1e+04,Inf]",225020,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",1711976,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",91119,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",107228,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",93980,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",15779,"(0,500]","(0,1e+05]","(5e+03,Inf]","(0,10]"
